order,epid,tid,name,category,skid,sid
0,20051112,200511121,Hardball,Cold Opening,188.0,31
1,20051112,200511122,,Monologue,,31
2,20051112,200511123,J.J. Casuals,Commercial,,31
3,20051112,200511124,Good Morning Meth,Show,,31
4,20051112,200511125,The Falconer,Sketch,204.0,31
5,20051112,200511126,Thomas & Dobbins,Commercial,,31
6,20051112,200511127,The Soaking Wet Killer,Sketch,,31
7,20051112,200511128,Refurbishments,Show,,31
8,20051112,200511129,"""DOA""",Musical Performance,,31
9,20051112,2005111210,,Weekend Update,,31
10,20051112,2005111211,Butt Pregnancy,Sketch,,31
11,20051112,2005111212,'Stachin',Show,,31
12,20051112,2005111213,McNulty & Sons,Commercial,,31
13,20051112,2005111214,"""Best of You""",Musical Performance,,31
14,20051112,2005111215,American Taser,Commercial,,31
15,20051112,2005111216,,Goodnights,,31
0,20051029,200510291,A Message from the Vice President,Cold Opening,,31
1,20051029,200510292,,Monologue,,31
2,20051029,200510293,Celebrity Ironman,Show,,31
3,20051029,200510294,Fire Alert 3000,Commercial,,31
4,20051029,200510295,Harmonies,Sketch,,31
5,20051029,200510296,The O'Reilly Factor,Show,200.0,31
6,20051029,200510297,"""Good is Good""",Musical Performance,,31
7,20051029,200510298,,Weekend Update,,31
8,20051029,200510299,Lance's Song,Sketch,,31
9,20051029,2005102910,Trump's Cameo,Sketch,,31
10,20051029,2005102911,Carol!,Sketch,229.0,31
11,20051029,2005102912,"""Strong Enough""",Musical Performance,,31
12,20051029,2005102913,Noisy Sidekick,Sketch,,31
13,20051029,2005102914,,Goodnights,,31
0,20051022,200510221,Troops Q&A,Cold Opening,,31
1,20051022,200510222,,Monologue,,31
2,20051022,200510223,The Butt Cancer Treatment Center,Commercial,,31
3,20051022,200510224,NewsNight,Show,,31
4,20051022,200510225,Dancer Party,Sketch,,31
5,20051022,200510226,"""Do You Want To""",Musical Performance,,31
6,20051022,200510227,,Weekend Update,,31
7,20051022,200510228,Italian Hotel,Sketch,,31
8,20051022,200510229,Access Hollywood,Show,207.0,31
9,20051022,2005102210,Creighton Boys School,Sketch,,31
10,20051022,2005102211,"""Take Me Out""",Musical Performance,,31
11,20051022,2005102212,Singing Vows,Sketch,,31
12,20051022,2005102213,Morgan Stanley,Commercial,,31
13,20051022,2005102214,Schatzki's Deli,Sketch,,31
14,20051022,2005102215,,Goodnights,,31
0,20051008,200510081,Cronyism,Cold Opening,,31
1,20051008,200510082,,Monologue,,31
2,20051008,200510083,Taco Town,Commercial,,31
3,20051008,200510084,4th Grade Science Fair,Sketch,,31
4,20051008,200510085,Werewolf,Sketch,,31
5,20051008,200510086,The Misadventures of Tom DeLay and Bill Frist,Sketch,,31
6,20051008,200510087,¡Show Biz Grande Explosion!,Show,221.0,31
7,20051008,200510088,"""Catch Me When I Fall""",Musical Performance,,31
8,20051008,200510089,,Weekend Update,,31
9,20051008,2005100810,Wilson Bros. Funeral Home,Sketch,,31
10,20051008,2005100811,Hubbard Systems Retreat,Sketch,,31
11,20051008,2005100812,"""Boyfriend""",Musical Performance,,31
12,20051008,2005100813,Voice Recording Blind Date,Sketch,,31
13,20051008,2005100814,1-800-555-PHUNK,Commercial,,31
14,20051008,2005100815,,Goodnights,,31
0,20051001,200510011,White House Press Briefing,Cold Opening,,31
1,20051001,200510012,,Monologue,,31
2,20051001,200510013,Morgan Stanley,Commercial,,31
3,20051001,200510014,Jet Blue Flight 292,Sketch,,31
4,20051001,200510015,Anderson Cooper 360,Show,227.0,31
5,20051001,200510016,The Needlers,Sketch,228.0,31
6,20051001,200510017,Girls Gone Wild Katrina,Commercial,,31
7,20051001,200510018,Backstage,Miscellaneous,,31
8,20051001,200510019,"""Gold Digger"", ""Touch The Sky""",Musical Performance,,31
9,20051001,2005100110,,Weekend Update,,31
10,20051001,2005100111,The Lundford Twins Feel Good Variety Hour,Show,225.0,31
11,20051001,2005100112,Fun With Real Audio,Cartoon,135.0,31
12,20051001,2005100113,"""Heard 'Em Say""",Musical Performance,,31
13,20051001,2005100114,Debbie Downer,Sketch,222.0,31
14,20051001,2005100115,,Goodnights,,31
0,20050521,200505211,Hardball,Cold Opening,188.0,30
1,20050521,200505212,,Monologue,,30
2,20050521,200505213,Woomba,Commercial,,30
3,20050521,200505214,America's Next Top Model,Show,,30
4,20050521,200505215,Movie Theatre,Sketch,,30
5,20050521,200505216,Divertor,Cartoon,,30
6,20050521,200505217,Appalachian Emergency Room,Show,218.0,30
7,20050521,200505218,"""Speed Of Sound""",Musical Performance,,30
8,20050521,200505219,,Weekend Update,,30
9,20050521,2005052110,Prince Show,Show,219.0,30
10,20050521,2005052111,Italian Family,Sketch,,30
11,20050521,2005052112,"""Fix You""",Musical Performance,,30
12,20050521,2005052113,Ride Home,Sketch,,30
13,20050521,2005052114,Bear City,Film,223.0,30
14,20050521,2005052115,,Goodnights,,30
0,20050514,200505141,Backstage,Cold Opening,,30
1,20050514,200505142,,Monologue,,30
2,20050514,200505143,Jeopardy!,Game Show,141.0,30
3,20050514,200505144,Oracle Conclave,Sketch,,30
4,20050514,200505145,Para Tri-Cyclen,Commercial,,30
5,20050514,200505146,Art Dealers,Sketch,,30
6,20050514,200505147,"""Little Sister""",Musical Performance,,30
7,20050514,200505148,,Weekend Update,,30
8,20050514,200505149,Pepper Grinder,Sketch,,30
9,20050514,2005051410,Shazzang!,Cartoon,,30
10,20050514,2005051411,Goulet Ring Tones,Commercial,,30
11,20050514,2005051412,Going 2 C Movies,Show,,30
12,20050514,2005051413,,Intro,,30
13,20050514,2005051414,"""In My Head""",Musical Performance,,30
14,20050514,2005051415,Luxury,Sketch,,30
15,20050514,2005051416,,Goodnights,,30
0,20050507,200505071,Primetime Live,Cold Opening,87.0,30
1,20050507,200505072,,Monologue,,30
2,20050507,200505073,Mom Jeans,Commercial,,30
3,20050507,200505074,Sally & Dan Harrison: The Couple That Should Be Divorced,Sketch,,30
4,20050507,200505075,Domino's Commercial,Sketch,,30
5,20050507,200505076,Versace Mother's Day Special,Show,,30
6,20050507,200505077,Channel 5 Late Night Movie,Show,206.0,30
7,20050507,200505078,"""B.Y.O.B.""",Musical Performance,,30
8,20050507,200505079,,Weekend Update,,30
9,20050507,2005050710,Mother's Day Brunch,Sketch,,30
10,20050507,2005050711,Helping Hands Telethon,Show,,30
11,20050507,2005050712,Merv The Perv,Sketch,217.0,30
12,20050507,2005050713,"""Aerials""",Musical Performance,,30
13,20050507,2005050714,Action News,Show,,30
14,20050507,2005050715,Bear City,Film,223.0,30
15,20050507,2005050716,You Might Be A Gay Redneck If...,Commercial,,30
16,20050507,2005050717,,Goodnights,,30
0,20050416,200504161,A Message from Tom DeLay,Cold Opening,,30
1,20050416,200504162,,Monologue,,30
2,20050416,200504163,Dr. Porkenheimer's Boner Juice,Commercial,,30
3,20050416,200504164,Carnival,Sketch,,30
4,20050416,200504165,Dr. Phil,Show,,30
5,20050416,200504166,The Falconer,Sketch,204.0,30
6,20050416,200504167,Sexual Harassment And You,Film,,30
7,20050416,200504168,Tom Brady's Falafel City,Commercial,,30
8,20050416,200504169,"""E-Pro""",Musical Performance,,30
9,20050416,2005041610,,Weekend Update,,30
10,20050416,2005041611,Kaitlin's Uncle,Sketch,,30
11,20050416,2005041612,Behind The Music - The Super Bowl Shuffle,Show,175.0,30
12,20050416,2005041613,"""Girl""",Musical Performance,,30
13,20050416,2005041614,The Oak Room,Sketch,,30
14,20050416,2005041615,Backstage,Sketch,,30
15,20050416,2005041616,,Goodnights,,30
0,20050409,200504091,The Papal Debate,Cold Opening,,30
1,20050409,200504092,,Monologue,,30
2,20050409,200504093,Extreme Makeover: Home Edition,Show,,30
3,20050409,200504094,Michael Jackson,Cartoon,139.0,30
4,20050409,200504095,The Barry Gibb Talk Show,Show,215.0,30
5,20050409,200504096,Hotel,Sketch,,30
6,20050409,200504097,"""Boulevard Of Broken Dreams""",Musical Performance,,30
7,20050409,200504098,,Weekend Update,,30
8,20050409,200504099,Woo! The Musical,Commercial,,30
9,20050409,2005040910,Sofa Warehouse,Sketch,,30
10,20050409,2005040911,"""Holiday""",Musical Performance,,30
11,20050409,2005040912,Spy Glass,Show,216.0,30
12,20050409,2005040913,,Goodnights,,30
0,20050319,200503191,Hardball,Cold Opening,188.0,30
1,20050319,200503192,,Monologue,,30
2,20050319,200503193,me-Harmony.com,Commercial,,30
3,20050319,200503194,Oprah  ,Show,151.0,30
4,20050319,200503195,Pushup Contest,Sketch,,30
5,20050319,200503196,Federline,Commercial,,30
6,20050319,200503197,Gays in Space,Show,226.0,30
7,20050319,200503198,"""Rich Girl""",Musical Performance,,30
8,20050319,200503199,,Weekend Update,,30
9,20050319,2005031910,Church,Sketch,,30
10,20050319,2005031911,Action 13 News,Show,,30
11,20050319,2005031912,"""Hollaback Girl""",Musical Performance,,30
12,20050319,2005031913,Nebulzitol,Commercial,,30
13,20050319,2005031914,,Goodnights,,30
0,20050312,200503121,Stewart Release,Cold Opening,,30
1,20050312,200503122,,Monologue,,30
2,20050312,200503123,Art Dealers,Sketch,,30
3,20050312,200503124,ABC (II),Commercial,,30
4,20050312,200503125,Stunt Double,Sketch,,30
5,20050312,200503126,Woomba,Commercial,,30
6,20050312,200503127,Holding Cell,Sketch,,30
7,20050312,200503128,"""Sitting, Waiting, Wishing""",Musical Performance,,30
8,20050312,200503129,,Weekend Update,,30
9,20050312,2005031210,Sean Penn's Celebrity Roast,Show,,30
10,20050312,2005031211,UPS Guy,Sketch,,30
11,20050312,2005031212,Jingle Singers,Sketch,,30
12,20050312,2005031213,Bear City,Film,223.0,30
13,20050312,2005031214,"""Mudfootball""",Musical Performance,,30
14,20050312,2005031215,Dirtball And Burnout Convention,Commercial,,30
15,20050312,2005031216,,Goodnights,,30
0,20050219,200502191,Neverland Ranch,Cold Opening,,30
1,20050219,200502192,,Monologue,,30
2,20050219,200502193,Grayson Moorhead Investments,Commercial,,30
3,20050219,200502194,Sheila Choad's Los Angeles Face,Show,,30
4,20050219,200502195,Grayson Moorhead Investments,Commercial,,30
5,20050219,200502196,Hot Plates,Sketch,,30
6,20050219,200502197,Debbie Downer,Sketch,222.0,30
7,20050219,200502198,"""Candy Shop""",Musical Performance,,30
8,20050219,200502199,,Weekend Update,,30
9,20050219,2005021910,Seasons of Love,Sketch,,30
10,20050219,2005021911,City Court,Show,,30
11,20050219,2005021912,After The Grammys,Sketch,,30
12,20050219,2005021913,"""Disco Inferno""",Musical Performance,,30
13,20050219,2005021914,Project Runway,Commercial,,30
14,20050219,2005021915,,Goodnights,,30
0,20050212,200502121,Press Conference,Cold Opening,,30
1,20050212,200502122,,Monologue,,30
2,20050212,200502123,me-Harmony.com,Commercial,,30
3,20050212,200502124,Monkeys Throwing Poop at Celebrities,Show,,30
4,20050212,200502125,An Important Moment In Black History,Miscellaneous,,30
5,20050212,200502126,The Best of T.T. & Mario,Commercial,,30
6,20050212,200502127,Subway Performers,Sketch,,30
7,20050212,200502128,An Important Moment In Black History,Miscellaneous,,30
8,20050212,200502129,"""Since U Been Gone""",Musical Performance,,30
9,20050212,2005021210,,Weekend Update,,30
10,20050212,2005021211,Gays in Space,Show,226.0,30
11,20050212,2005021212,Looping Session,Sketch,,30
12,20050212,2005021213,An Important Moment In Black History,Miscellaneous,,30
13,20050212,2005021214,"""Breakaway""",Musical Performance,,30
14,20050212,2005021215,Rap Night,Show,224.0,30
15,20050212,2005021216,Public Speaking Class,Sketch,,30
16,20050212,2005021217,,Goodnights,,30
0,20050205,200502051,American Idol,Cold Opening,213.0,30
1,20050205,200502052,,Monologue,,30
2,20050205,200502053,cheapkids.net,Commercial,,30
3,20050205,200502054,Versace Skiing,Sketch,,30
4,20050205,200502055,Purse Shopping,Sketch,,30
5,20050205,200502056,cheapkids.net,Commercial,,30
6,20050205,200502057,Exclusive Connections,Commercial,,30
7,20050205,200502058,Trump Family,Sketch,,30
8,20050205,200502059,"""Somewhere Only We Know""",Musical Performance,,30
9,20050205,2005020510,,Weekend Update,,30
10,20050205,2005020511,Merv The Perv,Sketch,217.0,30
11,20050205,2005020512,cheapkids.net,Commercial,,30
12,20050205,2005020513,Rafael Alonzo's I.T.F. Technical Computer Institute,Commercial,,30
13,20050205,2005020514,Inside Barbie's Dreamhouse,Sketch,198.0,30
14,20050205,2005020515,"""Everybody's Changing""",Musical Performance,,30
15,20050205,2005020516,Bar,Sketch,,30
16,20050205,2005020517,Bear City,Film,223.0,30
17,20050205,2005020518,,Goodnights,,30
0,20050122,200501221,The Bush Daughters,Cold Opening,,30
1,20050122,200501222,,Monologue,,30
2,20050122,200501223,Rice Confirmation Hearing,Sketch,,30
3,20050122,200501224,Gaystrogen,Commercial,,30
4,20050122,200501225,Limo,Sketch,,30
5,20050122,200501226,Music Store,Sketch,,30
6,20050122,200501227,"""Get Back""",Musical Performance,,30
7,20050122,200501228,,Weekend Update,,30
8,20050122,200501229,The Lundford Twins Feel Good Variety Hour,Show,225.0,30
9,20050122,2005012210,Reinhold Investments,Sketch,,30
10,20050122,2005012211,"""Number One Spot""",Musical Performance,,30
11,20050122,2005012212,Spy Glass,Show,216.0,30
12,20050122,2005012213,Cat,Sketch,,30
13,20050122,2005012214,,Goodnights,,30
0,20050115,200501151,Tsunami Press Conference,Cold Opening,,30
1,20050115,200501152,,Monologue,,30
2,20050115,200501153,Trucker Talk,Sketch,,30
3,20050115,200501154,Paramedics,Sketch,,30
4,20050115,200501155,CBS Evening Fraudulent Document Update,Show,,30
5,20050115,200501156,Beaver Ranch,Sketch,,30
6,20050115,200501157,"""Somebody Told Me""",Musical Performance,,30
7,20050115,200501158,,Weekend Update,,30
8,20050115,200501159,Art Dealers,Sketch,,30
9,20050115,2005011510,Hardball,Show,188.0,30
10,20050115,2005011511,The Not Incredible Adventures Of The Down And Out Dollar,Sketch,,30
11,20050115,2005011512,"""Mr. Brightside""",Musical Performance,,30
12,20050115,2005011513,,Goodnights,,30
0,20041218,200412181,Pentagon Press Briefing,Cold Opening,,30
1,20041218,200412182,,Monologue,,30
2,20041218,200412183,Woomba,Commercial,,30
3,20041218,200412184,Pranksters,Show,211.0,30
4,20041218,200412185,Tommy,Sketch,,30
5,20041218,200412186,Prince Christmas Special,Show,,30
6,20041218,200412187,A Blue Christmas,Film,,30
7,20041218,200412188,Trump Promo,Sketch,,30
8,20041218,200412189,"""Soldier""",Musical Performance,,30
9,20041218,2004121810,,Weekend Update,,30
10,20041218,2004121811,Italian Stereotypes,Sketch,,30
11,20041218,2004121812,"""Cater 2 U""",Musical Performance,,30
12,20041218,2004121813,Christmas with the Cat Lady,Sketch,,30
13,20041218,2004121814,Bear City,Film,223.0,30
14,20041218,2004121815,Season's Greetings,Miscellaneous,,30
15,20041218,2004121816,,Goodnights,,30
0,20041211,200412111,Town Hall Meeting,Cold Opening,,30
1,20041211,200412112,,Monologue,,30
2,20041211,200412113,Turlington's Lower Back Tattoo Remover,Commercial,,30
3,20041211,200412114,Roaches,Sketch,,30
4,20041211,200412115,¡Show Biz Grande Explosion!,Show,221.0,30
5,20041211,200412116,Body Search,Sketch,,30
6,20041211,200412117,"""Take Your Mama""",Musical Performance,,30
7,20041211,200412118,,Weekend Update,,30
8,20041211,200412119,Key Party,Sketch,,30
9,20041211,2004121110,Window Washer,Sketch,,30
10,20041211,2004121111,"Pat 'N Patti's Slacks, Snacks, & Knick Knack Shack",Commercial,,30
11,20041211,2004121112,"""Comfortably Numb""",Musical Performance,,30
12,20041211,2004121113,Merv The Perv,Sketch,217.0,30
13,20041211,2004121114,,Goodnights,,30
0,20041120,200411201,White House Apprentice,Cold Opening,,30
1,20041120,200411202,,Monologue,,30
2,20041120,200411203,Debbie Downer,Sketch,222.0,30
3,20041120,200411204,The American Trainwreck Awards,Award Show,,30
4,20041120,200411205,The Homocranial Mind Mixer,Cartoon,,30
5,20041120,200411206,Best Buds,Sketch,,30
6,20041120,200411207,"""Vertigo""",Musical Performance,,30
7,20041120,200411208,,Weekend Update,,30
8,20041120,200411209,Coolest Teacher At Benton Township High School,Sketch,,30
9,20041120,2004112010,The Falconer,Sketch,204.0,30
10,20041120,2004112011,"""Sometimes You Can't Make It On Your Own""",Musical Performance,,30
11,20041120,2004112012,Business Trip,Sketch,,30
12,20041120,2004112013,,Goodnights,,30
13,20041120,2004112014,"""I Will Follow""",Musical Performance,,30
0,20041113,200411131,Congratulatory Call,Cold Opening,,30
1,20041113,200411132,,Monologue,,30
2,20041113,200411133,Pre-Wedding Night,Sketch,,30
3,20041113,200411134,You Call This A House Do Ya?,Show,,30
4,20041113,200411135,Dr. Porkenheimer's Boner Juice,Commercial,,30
5,20041113,200411136,Parrot,Sketch,,30
6,20041113,200411137,Wake Up San Diego,Show,,30
7,20041113,200411138,"""Float On""",Musical Performance,,30
8,20041113,200411139,,Weekend Update,,30
9,20041113,2004111310,Appalachian Emergency Room,Show,218.0,30
10,20041113,2004111311,Drug-Sniffing Dog,Sketch,,30
11,20041113,2004111312,"""Ocean Breathes Salty""",Musical Performance,,30
12,20041113,2004111313,,Goodnights,,30
0,20041030,200410301,Osama's Address,Cold Opening,,30
1,20041030,200410302,,Monologue,,30
2,20041030,200410303,Rap Night,Show,224.0,30
3,20041030,200410304,Mrs. Dr. Frankenstein,Sketch,,30
4,20041030,200410305,Fun With Real Audio,Cartoon,135.0,30
5,20041030,200410306,Campaign Stop,Sketch,,30
6,20041030,200410307,"""Mosh""",Musical Performance,,30
7,20041030,200410308,,Weekend Update,,30
8,20041030,200410309,Mall,Sketch,,30
9,20041030,2004103010,"""Just Lose It""",Musical Performance,,30
10,20041030,2004103011,Goodwin Wig & Toy,Commercial,,30
11,20041030,2004103012,Electoral Map,Sketch,,30
12,20041030,2004103013,,Goodnights,,30
0,20041023,200410231,Hardball,Cold Opening,188.0,30
1,20041023,200410232,,Monologue,,30
2,20041023,200410233,Green Screen,Sketch,,30
3,20041023,200410234,The Dyson Toilet,Commercial,,30
4,20041023,200410235,Ninth Presidential Debate,Sketch,,30
5,20041023,200410236,Paris Hilton Apologizes,Miscellaneous,,30
6,20041023,200410237,"""Pieces of Me""",Musical Performance,,30
7,20041023,200410238,,Weekend Update,,30
8,20041023,200410239,Bush/Blair Press Conference,Sketch,,30
9,20041023,2004102310,Trump Promo,Sketch,,30
10,20041023,2004102311,Jane Eyre,Sketch,,30
11,20041023,2004102312,,Musical Performance,,30
12,20041023,2004102313,Bear City,Film,223.0,30
13,20041023,2004102314,The Adventures of Peter O'Toole & Michael Caine,Sketch,,30
14,20041023,2004102315,Bear City,Film,223.0,30
15,20041023,2004102316,,Goodnights,,30
0,20041009,200410091,Second Presidential Debate,Cold Opening,,30
1,20041009,200410092,,Monologue,,30
2,20041009,200410093,Short & Curly,Commercial,,30
